Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3382	standard SUV	5	11/15	15/22	12/18	4	No	511/499
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3382	standard SUV	6	11/15	15/22	12/18	4	No	511/499
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3384	standard SUV	5	15	22	18	4	No	499
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3384	standard SUV	6	15	22	18	4	No	499
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3382	standard SUV	5	12/16	17/23	14/18	4	No	461/481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3382	standard SUV	6	12/16	17/23	14/18	4	No	461/481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3384	standard SUV	5	16	23	18	4	No	481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3384	standard SUV	6	16	23	18	4	No	481
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3382	standard SUV	5	11/16	16/22	13/18	4	No	482/498
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3382	standard SUV	6	11/16	16/22	13/18	4	No	482/498
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GGMXT05.3384	standard SUV	5	16	22	18	4	No	498
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GGMXT05.3384	standard SUV	6	16	22	18	4	No	498
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GGMXT03.6151	standard SUV	5	17	24	19	4	No	465
CHEVROLET Traverse	3.6	6	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GGMXT03.6151	standard SUV	6	17	24	19	4	No	465
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GGMXT03.6151	standard SUV	5	16	23	19	4	No	476
CHEVROLET Traverse	3.6	6	Auto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GGMXT03.6151	standard SUV	6	16	23	19	4	No	476
CHEVROLET Trax	1.4	4	SemiAuto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GGMXV01.4099	small SUV	6	26	34	29	7	Yes	306
CHEVROLET Trax	1.4	4	SemiAuto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GGMXV01.4099	small SUV	6	26	34	29	7	Yes	306
CHEVROLET Trax	1.4	4	SemiAuto-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GGMXV01.4099	small SUV	6	24	31	27	6	No	330
CHEVROLET Trax	1.4	4	SemiAuto-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GGMXV01.4099	small SUV	6	24	31	27	6	No	330
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	FA	B5	Federal Tier 2 Bin 5	GGMXV01.5020	small car	5	43/113	42/99	42/106	10	Yes	51
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	CA	L3ULEV125	California LEV-III ULEV125	GGMXV01.5020	small car	6	43/113	42/99	42/106	10	Yes	51
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	GGMXV01.5030	small car	8	43/113	42/99	42/106	10	Yes	51
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	GGMXV01.5030	small car	8	43/113	42/99	42/106	10	Yes	51
CHRYSLER 200	2.4	4	Auto-9	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	midsize car	6	17/23	28/36	21/28	7	Yes	300/322
CHRYSLER 200	2.4	4	Auto-9	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	midsize car	6	17/23	28/36	21/28	7	Yes	300/322
CHRYSLER 200	2.4	4	Auto-9	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GCRXJ02.4CP0	midsize car	9	23	36	28	7	Yes	322
CHRYSLER 200	3.6	6	Auto-9	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	midsize car	6	14/19	23/32	17/23	5	No	362/385
CHRYSLER 200	3.6	6	Auto-9	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	midsize car	6	14/19	23/32	17/23	5	No	362/385
CHRYSLER 200	3.6	6	Auto-9	4WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	midsize car	6	14/18	22/29	17/22	5	No	374/403
CHRYSLER 200	3.6	6	Auto-9	4WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	midsize car	6	14/18	22/29	17/22	5	No	374/403
CHRYSLER 300	3.6	6	Auto-8	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
CHRYSLER 300	3.6	6	Auto-8	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
CHRYSLER 300	3.6	6	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	19	31	23	5	No	386
CHRYSLER 300	3.6	6	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	19	31	23	5	No	386
CHRYSLER 300	3.6	6	Auto-8	4WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
CHRYSLER 300	3.6	6	Auto-8	4WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
CHRYSLER 300	3.6	6	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	18	27	21	5	No	413
CHRYSLER 300	3.6	6	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	18	27	21	5	No	413
CHRYSLER 300	5.7	8	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	large car	6	16	25	19	4	No	465
CHRYSLER 300	5.7	8	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	large car	6	16	25	19	4	No	465
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	minivan	6	12/17	18/25	14/20	4	No	434/444
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	minivan	6	12/17	18/25	14/20	4	No	434/444
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	minivan	6	17	25	20	4	No	444
CHRYSLER Town & Country	3.6	6	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	minivan	6	17	25	20	4	No	444
DODGE Challenger	3.6	6	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	midsize car	6	19	30	23	5	No	389
DODGE Challenger	3.6	6	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	midsize car	6	19	30	23	5	No	389
DODGE Challenger	5.7	8	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	midsize car	6	16	25	19	4	No	465
DODGE Challenger	5.7	8	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	midsize car	6	16	25	19	4	No	465
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	midsize car	5	15	23	18	4	No	495
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	midsize car	5	15	23	18	4	No	495
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	midsize car	5	14	23	17	3	No	524
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	midsize car	5	14	23	17	3	No	524
DODGE Challenger SRT8	6.2	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.25P3	midsize car	5	13	22	16	3	No	546
DODGE Challenger SRT8	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.25P3	midsize car	5	13	22	16	3	No	546
DODGE Challenger SRT8	6.2	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.25P3	midsize car	5	13	21	16	3	No	568
DODGE Challenger SRT8	6.2	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.25P3	midsize car	5	13	21	16	3	No	568
DODGE Challenger SRT8	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger SRT8	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	midsize car	5	15	25	18	4	No	486
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	midsize car	5	14	23	17	3	No	524
DODGE Challenger SRT8	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	midsize car	5	14	23	17	3	No	524
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/19	23/31	17/23	5	No	368/386
DODGE Charger	3.6	6	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	19	31	23	5	No	386
DODGE Charger	3.6	6	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	19	31	23	5	No	386
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
DODGE Charger	3.6	6	Auto-8	4WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65PB	large car	6	14/18	20/27	16/21	5	No	392/413
DODGE Charger	3.6	6	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	18	27	21	5	No	413
DODGE Charger	3.6	6	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV03.65P1	large car	6	18	27	21	5	No	413
DODGE Charger	5.7	8	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	large car	6	16	25	19	4	No	465
DODGE Charger	5.7	8	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV05.75P1	large car	6	16	25	19	4	No	465
DODGE Charger	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Charger	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Charger SRT8	6.2	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.25P3	large car	5	13	22	16	3	No	546
DODGE Charger SRT8	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.25P3	large car	5	13	22	16	3	No	546
DODGE Charger SRT8	6.4	8	Auto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Charger SRT8	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV06.45P1	large car	5	15	25	18	4	No	486
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	midsize car	5	27	37	31	7	No	288
DODGE Dart	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	midsize car	6	27	37	31	7	Yes	288
DODGE Dart	2	4	Auto-6	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	midsize car	6	18/24	25/34	20/27	6	No	301/324
DODGE Dart	2	4	Auto-6	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	midsize car	6	18/24	25/34	20/27	6	No	301/324
DODGE Dart	2	4	Man-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	25	36	29	7	Yes	305
DODGE Dart	2	4	Man-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	25	36	29	7	Yes	305
DODGE Dart	2.4	4	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	midsize car	6	23	35	27	6	No	324
DODGE Dart	2.4	4	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	midsize car	6	23	35	27	6	No	324
DODGE Dart	2.4	4	Auto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GCRXJ02.4CP0	midsize car	9	23	35	27	6	No	324
DODGE Dart	2.4	4	Man-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	22	35	27	6	No	330
DODGE Dart	2.4	4	Man-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	22	35	27	6	No	330
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	midsize car	5	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	midsize car	6	28	40	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	midsize car	5	28	41	32	8	Yes	275
DODGE Dart Aero	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	midsize car	6	28	41	32	8	Yes	275
DODGE Dart GT	2.4	4	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	midsize car	6	22	31	26	6	No	346
DODGE Dart GT	2.4	4	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	midsize car	6	22	31	26	6	No	346
DODGE Dart GT	2.4	4	Auto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GCRXJ02.4CP0	midsize car	9	22	31	26	6	No	346
DODGE Dart GT	2.4	4	Man-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	23	33	27	6	No	332
DODGE Dart GT	2.4	4	Man-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXV02.45P3	midsize car	6	23	33	27	6	No	332
DODGE Durango	3.6	6	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	19	27	22	5	No	412
DODGE Durango	3.6	6	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	19	27	22	5	No	412
DODGE Durango	3.6	6	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	18	25	21	5	No	426
DODGE Durango	3.6	6	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	18	25	21	5	No	426
DODGE Durango	5.7	8	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	526
DODGE Durango	5.7	8	Auto-8	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	526
DODGE Durango	5.7	8	Auto-8	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	524
DODGE Durango	5.7	8	Auto-8	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT05.75P0	standard SUV	6	14	22	17	3	No	524
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	minivan	6	12/17	18/25	14/20	4	No	434/444
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	minivan	6	12/17	18/25	14/20	4	No	434/444
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	minivan	6	17	25	20	4	No	444
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	minivan	6	17	25	20	4	No	444
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	19	26	21	5	No	419
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	19	26	21	5	No	419
DODGE Journey	2.4	4	Auto-4	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	GCRXT02.45P6	small SUV	6	19	26	21	5	No	419
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	small SUV	6	12/17	18/25	14/19	4	No	434/456
DODGE Journey	3.6	6	Auto-6	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65PA	small SUV	6	12/17	18/25	14/19	4	No	434/456
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	24	19	4	No	470
DODGE Journey	3.6	6	Auto-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	16	24	19	4	No	470
DODGE Viper SRT	8.4	10	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV08.45P0	small car	5	12	21	15	2	No	579
DODGE Viper SRT	8.4	10	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXV08.45P0	small car	5	12	21	15	2	No	579
FERRARI 488 GTB	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV03.9TUR	small car	5	15	22	18	4	No	502
FERRARI 488 GTB	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV03.9TUR	small car	5	16	22	18	4	No	497
FERRARI 488 GTB	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV03.9TUR	small car	5	15	22	18	4	No	502
FERRARI 488 GTB	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV03.9TUR	small car	5	16	22	18	4	No	497
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV03.9TUR	small car	5	16	23	18	4	No	488
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV03.9TUR	small car	5	16	23	19	4	No	479
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV03.9TUR	small car	5	16	23	18	4	No	488
FERRARI California T	3.9	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV03.9TUR	small car	5	16	23	19	4	No	479
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	small car	5	11	16	13	1	No	679
FERRARI F12	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	small car	5	12	16	13	1	No	669
FERRARI F12 tdf	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	small car	5	11	15	12	1	No	721
FERRARI F12 tdf	6.3	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	small car	5	12	17	13	1	No	659
FERRARI F12 tdf	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	small car	5	11	15	12	1	No	721
FERRARI F12 tdf	6.3	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	small car	5	12	17	13	1	No	659
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	midsize car	5	11	16	13	1	No	697
FERRARI FF	6.3	12	AutoMan-7	4WD	Gasoline	CA	L2	California LEV-II LEV	GFEXV06.3GDI	midsize car	5	11	17	13	1	No	684
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small car	5	24	32	27	6	No	322
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small car	6	24	32	27	6	No	322
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV01.45P1	small car	5	27	34	30	7	No	295
FIAT 500	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXV01.45P1	small car	6	27	34	30	7	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small car	5	28	34	30	7	No	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small car	6	28	34	30	7	Yes	295
FIAT 500	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXV01.45P1	small car	5	31	40	34	8	Yes	259
FIAT 500	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXV01.45P1	small car	6	31	40	34	8	Yes	259
FIAT 500 Abarth	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small car	5	24	32	27	6	No	322
FIAT 500 Abarth	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small car	6	24	32	27	6	No	322
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small car	5	28	34	30	7	No	295
FIAT 500 Abarth	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small car	6	28	34	30	7	Yes	295
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	station wagon	5	22	30	25	6	No	351
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	station wagon	6	22	30	25	6	No	351
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	station wagon	5	25	33	28	7	No	312
FIAT 500L	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	station wagon	6	25	33	28	7	Yes	312
FIAT 500X	1.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXJ01.45P0	small SUV	5	25	34	28	7	No	313
FIAT 500X	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GCRXJ01.45P0	small SUV	6	25	34	28	7	Yes	313
FIAT 500X	2.4	4	Auto-9	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	31	25	6	No	350
FIAT 500X	2.4	4	Auto-9	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	31	25	6	No	350
FIAT 500X	2.4	4	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	30	24	5	No	361
FIAT 500X	2.4	4	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	30	24	5	No	361
